,0,1,2,3
0,0.4360497744931319,-0.22150326612796525,0.14076503009632388,-2.3036057825395164
1,0.42008066998217786,-0.1656348502578612,0.14076503009632388,-2.3036057825395164
2,0.398869726212776,-0.10976643438777264,0.14076503009632388,-2.3036057825395164
3,0.3794424963730495,-0.059769386348647494,0.14076503009632388,-2.3036057825395164
4,0.35623340673728465,-0.009772338309524033,0.14076503009632388,-2.301958559603264
5,0.33649270402462184,0.032558308156094194,0.14076503009632388,-2.300860410979095
6,0.3460126647387825,0.09373975598859718,0.14076503009632388,-2.2957311294913314
7,0.3390495052402398,0.2303244092886393,0.28049276817829627,-2.294448809119389
8,0.4033748914356359,0.32214681519064553,0.43186448443376785,-2.294448809119389
9,0.41247571567428887,0.23492023150048116,0.5948801788627356,-2.294448809119389
10,0.4002251013339615,0.14876664932359238,0.7105922119618698,-2.2928015861831366
11,0.38408327957992766,0.0669050731997232,0.8394037205061889,-2.2917034375589673
12,0.3939228843916915,0.0912237616787321,0.98677281926452,-2.2848363219458765
13,0.4987992092299559,0.27481284706207876,1.0140633931086553,-2.2825472834081815
14,0.5190383206611342,0.24653517147658766,1.0140633931086553,-2.2733911292573925
15,0.6227545659824311,0.0770129885785519,1.0140633931086553,-2.2733911292573925
16,0.6388194115109203,0.02414576195976971,1.0140633931086553,-2.267898747597866
17,0.7002336353306325,0.04904850619381401,1.0140633931086553,-2.2633182127144513
18,0.7442779762437165,0.05338284289330463,1.0140633931086553,-2.2633182127144513
19,0.7381676591055372,0.052575077709177534,1.0140633931086553,-2.263012898340182
20,0.7108001924873364,0.12049727911809607,1.0140633931086553,-2.2614863264688214
21,0.6995046255303232,0.20560197217529327,1.0140633931086553,-2.2633182127144513
22,0.6569576469878909,0.34659919349615104,0.9267335568074216,-2.2633182127144513
23,0.6162267263725676,0.5015695468829273,1.0140633931086553,-2.2514150484645605
24,0.699289289568859,0.6060485481626594,1.0140633931086553,-2.2514150484645605
25,0.7358337308154931,0.6979047114156475,1.0140633931086553,-2.235848930992749
26,0.8807143024368258,0.6691506820996692,1.0140633931086553,-2.235848930992749
27,0.9383995981382626,0.6102441046414671,1.0140633931086553,-2.2285246630875926
28,0.9930672477329094,0.5128691503344084,0.9267335568074216,-2.2285246630875926
29,1.0165413364789377,0.40587710181512543,0.9092675895471749,-2.225777652988488
30,1.0133086226503565,0.46497657842177936,0.8394037205061889,-2.2242516272966895
31,0.9902307398827849,0.5240760550284332,0.8394037205061889,-2.2166214988377018
32,1.0208761010222005,0.4933568656376325,0.8394037205061889,-2.2166214988377018
33,1.11235037845223,0.46263767624681795,0.8394037205061889,-2.207464525417574
34,1.1551966154477757,0.42257665666673194,0.810293775072444,-2.207464525417574
35,1.1052882542089242,0.4537470922798112,0.7520738842049552,-2.207464525417574
36,1.0983093927018146,0.48781790437495787,0.6647440479037225,-2.198307551997447
